"user_id","item_id","relevant"
579,8,1
639,8,1
640,8,1
649,1,1
668,8,1
674,8,1
675,8,1
677,8,1
682,8,1
685,2,1
685,3,1
685,4,1
697,8,1
712,8,1
727,8,1
741,1,1
741,2,1
741,3,1
741,4,1
741,5,1
741,6,1
741,7,1
773,3,1
817,3,1
852,4,1
872,2,0
882,1,1
882,2,1
882,4,1
905,1,1
905,2,1
905,3,1
905,4,1
905,5,1
905,6,1
905,7,1
1047,1,1
1047,2,1
1194,1,1
1194,2,0
1194,3,0
1194,4,0
1194,5,0
1194,6,0
1194,7,0
1194,8,1
1408,2,1
1408,3,1
1408,5,1
1408,8,1
1424,1,1
1424,7,1
1424,8,1
1454,1,1
1454,3,1
1454,4,1
1454,5,1
1454,6,1
1454,7,1
1454,8,1
1513,1,1
1513,2,1
1513,3,1
1513,4,1
1513,5,1
1513,6,1
1513,7,0
1513,8,1
1528,1,1
1528,3,1
1528,4,1
1528,6,1
1533,1,1
1533,2,1
1533,3,1
1533,4,1
1533,5,1
1794,1,1
1794,7,1
1874,1,1
1874,2,1
1874,3,1
1874,4,1
1874,5,1
1874,6,1
1874,7,1
1874,8,1
1899,1,1
1899,2,1
1909,3,1
2108,1,1
2108,2,1
2108,3,1
2108,4,1
2108,5,1
2108,6,1
2108,7,1
2108,8,1
2170,1,1
2170,2,1
2170,3,1
2170,4,1
2170,5,1
2170,6,1
2170,7,1
2170,8,1
2197,1,1
2291,1,1
2291,2,1
2291,3,1
2291,4,1
2291,5,1
2291,6,1
2291,7,1
2291,8,1
2318,1,1
2343,1,1
2343,2,1
2531,1,1
2531,2,1
2531,3,1
2699,1,1
2699,2,1
2699,3,1
2699,4,1
2699,5,1
2699,6,1
2699,7,1
2757,1,1
2757,2,1
2757,3,1
2757,4,1
2757,5,1
2757,6,1
2757,7,1
2757,8,1
2788,1,1
2788,2,1
2788,3,1
2788,4,1
2803,1,1
2803,2,0
2803,3,1
2803,4,1
2803,5,1
2803,6,1
2803,7,1
2803,8,1
2838,1,1
2838,2,1
2838,3,1
2838,4,1
2838,5,1
2838,6,1
2838,7,1
2838,8,1
3165,1,1
3290,5,1
3482,1,1
3482,2,1
3553,1,1
3553,2,1
3553,3,1
3553,4,1
3553,5,1
3553,7,1
3553,8,1
3599,1,1
3599,2,1
3599,3,1
3599,4,1
3599,5,1
3599,6,1
3599,7,1
3599,8,1
3658,1,1
3658,2,1
3658,3,1
3658,4,1
3658,5,1
3715,1,1
3715,2,1
3715,3,1
3715,4,1
3715,5,1
3715,7,1
3715,8,1
3776,1,1
3776,2,1
3776,3,1
3776,4,0
3776,5,1
3776,6,1
3776,7,1
3776,8,1
3796,1,1
3796,2,1
3796,3,1
3796,4,1
3796,5,1
3796,6,1
3796,7,1
3796,8,1
3904,3,1
3959,2,0
4071,1,1
4071,2,1
4071,3,1
4071,4,1
4071,5,1
4071,6,1
4071,7,1
4071,8,1
4430,1,1
4469,1,1
4530,1,1
4530,2,0
4530,3,1
4530,4,1
4530,5,1
4530,6,1
4530,7,1
4530,8,1
4609,1,1
4609,2,1
4609,3,1
4609,4,1
4609,5,1
4609,6,1
4903,1,1
4909,2,1
5091,1,1
5091,2,1
5091,3,1
5091,4,1
5091,6,1
5091,7,1
5091,8,1
5459,1,1
5459,2,1
5459,3,1
5459,4,1
5709,1,1
5709,2,1
5709,3,1
5709,4,1
5709,6,1
5709,7,1
5709,8,1
5712,1,1
5712,2,1
5712,3,1
5712,4,1
5712,5,1
5712,6,1
5712,7,1
5712,8,1
5722,1,1
5722,2,1
5722,3,1
5722,4,1
5722,5,1
5722,6,1
5722,7,1
5722,8,1
5726,1,1
5831,1,1
5831,2,1
5831,3,1
5831,4,0
5831,5,1
5831,6,1
5831,7,0
6129,1,1
6274,1,1
6274,2,1
6274,3,1
6274,4,1
6274,5,1
6274,6,1
6274,7,1
6274,8,1
6340,1,1
6340,2,1
6340,3,1
6340,4,1
6340,6,1
6340,7,1
6340,8,1
6457,1,1
6457,2,1
6457,3,1
6457,4,1
6457,5,1
6457,6,1
6457,7,1
6457,8,1
6507,2,1
6507,3,1
6507,4,1
6507,5,1
6507,6,1
6507,7,1
6507,8,1
6730,2,1
6730,1,1
6730,7,1
6730,8,1
6913,1,1
6946,1,1
6955,1,1
6955,2,1
6955,3,1
6955,4,1
6955,5,1
6955,6,1
6955,7,1
6955,8,1
7004,1,1
7041,1,1
7041,2,1
7041,3,1
7041,4,1
7041,5,1
7041,6,1
7041,7,1
7041,8,1
7093,1,1
7363,1,1
7391,1,1
7391,7,1
7391,8,1
7414,1,1
7414,2,1
7414,3,1
7414,4,1
7414,5,1
7414,6,1
7414,7,1
7414,8,1
7522,1,1
7522,2,1
7522,3,1
7522,4,1
7522,5,1
7522,6,1
7522,7,1
7522,8,1
7718,1,1
7718,2,1
7718,3,1
7745,1,1
7745,2,1
7745,3,1
7745,4,1
7745,5,1
7745,6,1
7745,7,1
7745,8,1
7749,1,1
7749,2,1
7749,3,1
7749,4,1
7749,5,1
7749,6,1
7749,7,1
7749,8,1
7961,1,1
7961,2,1
7961,3,1
7961,4,1
7961,5,1
8194,1,1
8194,2,1
8194,3,1
8194,4,1
8194,5,1
8194,6,1
8194,7,1
8194,8,1
8270,2,1
8270,3,1
8270,8,1
8863,1,1
8863,2,1
8863,3,1
8912,5,1
8912,6,1
9165,1,1
9165,2,1
9165,3,1
9165,4,1
9165,5,1
9165,6,1
9165,7,1
9165,8,1
9166,1,1
106,1,0
148,1,0
161,1,0
170,1,0
171,1,0
207,1,0
232,1,0
252,1,0
274,1,0
303,1,0
307,1,0
313,1,0
345,1,0
352,1,0
357,1,0
377,1,0
392,1,0
393,1,0
395,1,0
399,1,0
410,1,0
415,1,0
417,1,0
419,1,0
421,1,0
431,1,0
437,1,0
470,1,0
478,1,0
482,1,0
485,1,0
487,1,0
504,1,0
512,1,0
519,1,0
532,1,0
534,1,0
539,1,0
548,1,0
567,1,0
573,1,0
581,1,0
585,1,0
588,1,0
592,1,0
597,1,0
600,1,0
602,1,0
612,1,0
613,1,0
614,1,0
622,1,0
629,1,0
632,1,0
637,1,0
681,1,0
692,1,0
701,1,0
726,1,0
738,1,0
742,1,0
759,1,0
772,1,0
786,1,0
800,1,0
802,1,0
814,1,0
818,1,0
821,1,0
827,1,0
831,1,0
833,1,0
834,1,0
837,1,0
850,1,0
860,1,0
863,1,0
866,1,0
869,1,0
871,1,0
876,1,0
877,1,0
886,1,0
887,1,0
900,1,0
910,1,0
912,1,0
915,1,0
920,1,0
921,1,0
922,1,0
964,1,0
984,1,0
985,1,0
1000,1,0
1004,1,0
1096,1,0
1103,1,0
1112,1,0
1147,1,0
1150,1,0
1160,1,0
1163,1,0
1170,1,0
1183,1,0
1184,1,0
1242,1,0
1248,1,0
1260,1,0
1261,1,0
1275,1,0
1276,1,0
1295,1,0
1300,1,0
1313,1,0
1319,1,0
1368,1,0
1388,1,0
1403,1,0
1517,1,0
1548,1,0
1621,1,0
1622,1,0
1631,1,0
1634,1,0
1641,1,0
1645,1,0
1662,1,0
1663,1,0
1668,1,0
1681,1,0
1683,1,0
1704,1,0
1726,1,0
1732,1,0
1740,1,0
1766,1,0
1786,1,0
1787,1,0
1791,1,0
1835,1,0
1856,1,0
1860,1,0
1870,1,0
1948,1,0
1963,1,0
1969,1,0
1972,1,0
1986,1,0
1987,1,0
1993,1,0
2007,1,0
2010,1,0
2012,1,0
2019,1,0
2037,1,0
2046,1,0
2060,1,0
2091,1,0
2095,1,0
2106,1,0
2111,1,0
2125,1,0
2130,1,0
2138,1,0
2160,1,0
2183,1,0
2198,1,0
2199,1,0
2221,1,0
2271,1,0
2294,1,0
2315,1,0
2327,1,0
2329,1,0
2384,1,0
2385,1,0
2404,1,0
2415,1,0
2437,1,0
2448,1,0
2450,1,0
2476,1,0
2480,1,0
2483,1,0
2515,1,0
2539,1,0
2587,1,0
2605,1,0
2636,1,0
2657,1,0
2681,1,0
2728,1,0
2742,1,0
2785,1,0
2794,1,0
2801,1,0
2804,1,0
2837,1,0
2861,1,0
2864,1,0
2874,1,0
2889,1,0
2905,1,0
2917,1,0
2969,1,0
2976,1,0
2982,1,0
3013,1,0
3020,1,0
3053,1,0
3061,1,0
3069,1,0
3087,1,0
3092,1,0
3098,1,0
3101,1,0
3127,1,0
3157,1,0
3170,1,0
3204,1,0
3265,1,0
3269,1,0
3307,1,0
3329,1,0
3342,1,0
3347,1,0
3406,1,0
3409,1,0
3483,1,0
