"user_id","item_id","relevant"
4,15,1
579,9,1
640,9,1
640,10,1
640,11,1
640,12,1
656,9,1
656,10,1
674,10,1
674,9,1
674,11,1
674,12,1
674,13,1
677,9,1
677,10,1
677,11,1
677,12,1
677,13,1
682,9,1
682,10,1
697,9,1
712,9,1
712,10,1
712,11,1
712,12,1
712,13,1
727,9,1
746,12,0
905,14,1
1081,9,1
1081,10,1
1081,11,1
1081,12,1
1081,13,1
1081,14,1
1081,15,1
1308,11,1
1308,12,1
1308,13,1
1308,14,1
1308,15,1
1389,9,0
1884,9,1
2211,9,1
2211,10,1
2211,11,1
2211,12,1
2211,13,1
2211,14,1
2211,15,1
2343,12,1
2675,9,1
2775,9,1
2854,14,1
2979,9,1
3037,9,1
3037,10,1
3037,11,1
3037,12,1
3164,9,1
3164,10,1
3234,9,1
3234,10,1
3234,12,1
3234,13,1
3234,14,1
3234,15,1
3298,9,1
3298,10,1
3298,11,1
3298,12,1
3298,13,1
3298,14,1
3373,9,1
3787,9,0
3904,11,1
3904,12,1
3904,15,1
4087,9,1
4087,10,1
4094,10,1
4188,9,1
4188,10,1
4188,11,0
4188,12,1
4188,13,1
4188,14,1
4188,15,1
4268,12,1
4268,13,1
4537,9,1
4560,10,1
4958,9,1
4958,10,1
4958,11,1
4958,12,1
4958,14,1
4958,15,1
5008,9,1
5008,10,1
5008,11,1
5008,12,1
5008,13,1
5008,14,1
5008,15,1
5017,9,1
5017,10,1
5228,9,1
5228,10,1
5228,14,1
5228,15,1
5648,9,1
5648,10,1
5664,9,1
5745,9,1
5798,9,1
5798,10,1
5798,11,1
5798,12,1
5798,13,1
5798,14,1
5798,15,1
5837,9,1
5837,10,1
5837,11,1
5837,12,1
5837,13,1
5837,14,1
5837,15,1
5848,9,1
5848,10,1
5848,11,1
5848,12,1
5848,13,1
5848,14,1
5848,15,1
6004,11,1
6004,12,1
6004,13,1
6004,14,1
6013,9,1
6013,10,1
6013,11,1
6013,12,1
6013,13,1
6013,14,1
6013,15,1
6161,9,1
6161,10,1
6161,11,1
6161,12,1
6161,13,1
6161,14,1
6177,9,1
6312,9,1
6312,10,1
6312,11,1
6312,12,1
6312,13,1
6312,14,1
6312,15,1
6782,9,1
6782,10,1
6782,11,1
6782,12,1
6884,9,1
7015,9,1
7055,9,1
7055,10,0
7055,12,1
7055,13,1
7055,14,1
7055,15,1
7152,10,1
7206,9,1
7206,10,1
7206,11,1
7206,12,1
7206,13,1
7206,14,1
7206,15,1
7309,11,1
7309,12,1
7309,13,1
7309,14,1
7309,15,1
7441,9,1
7441,10,1
7468,10,0
7468,12,0
7505,9,1
7505,10,1
7505,11,1
7505,12,1
7505,13,1
7505,14,1
7505,15,1
7615,9,1
7615,10,1
7621,10,1
7649,9,1
7741,9,0
7945,9,1
8065,9,1
8065,10,1
8065,12,1
8065,11,1
8065,13,1
8065,14,1
8065,15,1
8238,9,1
8843,9,1
8843,10,1
8843,11,1
8843,12,1
8843,13,1
8843,14,1
8843,15,1
8877,9,1
8877,10,1
8877,11,1
8877,12,1
8877,13,1
8877,15,1
8877,14,1
